Branch,Clinic,Doctor Name,Clinic Rank in Medical Center,Doctor Rank in Clinic,Section,Period,Claimed Amount,#Claimants,#Claims,ACLC (Average Claimant Cost Doctor Clinic),ACC (Average Claim Cost Doctor Clinic),ACC (Average Claim Cost Branch Clinic),Ratio ACC to Branch,ACLC (Average Claimant Cost Branch Clinic),Ratio ACLC to Branch,ACC (Average Claim Cost Medical Centers Clinic),Ratio ACC to Medical Center,ACC INDICATOR,ACLC (Average Claimant Cost Medical Centers Clinic),Ratio ACLC to Medical Center
FAMILY MEDICINE,HMC - Al Narjis,202311,RANIA SAGHIR,164,159,"114,072",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"21,636","73,097",894,"17,766",679
FAMILY MEDICINE,HMC - Al Narjis,202311,Sajeda  Alhawamedah,167,162,"120,652",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"21,429","74,966","2,337","19,384","2,537"
FAMILY MEDICINE,HMC - Al Narjis,202311,Sultan Almuheza,77,77,"44,530",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,149","24,968",463,"6,765",184
FAMILY MEDICINE,HMC - Al Narjis,202311,TARIQ  OZAM,31,31,"20,526",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,193","12,628",67,"2,328",310
FITNESS & NUTRITION,HMC - Al Narjis,202311,SARA BIN NASBAN,36,36,"9,735",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,675","4,981",,80,
GASTROENTEROLOGY,HMC - Al Ghadeer,202311,SONIA  LAZ,37,36,"32,062",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,932","15,033",,"5,067","6,030"
GASTROENTEROLOGY,HMC - Al Narjis,202311,NOURHAN OBEID,63,61,"43,691",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,074","23,416",,"7,408","4,794"
GENERAL SURGERY CLINIC,HMC - Al Ghadeer,202311,Hadi Almohsen,29,28,"7,139",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,426",202,147,"1,619","1,744"
GENERAL SURGERY CLINIC,HMC - Al Narjis,202311,Bader Almansour,5,5,"1,702",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,559,"1,094",,50,
GENERAL SURGERY CLINIC,HMC - Al Narjis,202311,HUSSAM  ALHARBI,5,5,"3,019",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,714,,"1,702",177,427
GENERAL SURGERY CLINIC,HMC - Al Narjis,202311,MANSOUR  ALKHURMUDI,8,8,"9,527",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,408","2,158","5,054",649,258
GENERAL SURGERY CLINIC,HMC - Al Narjis,202311,MOAYAD  ALSAYYED,45,40,"13,905",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,795",939,"3,649","2,738",785
GENERAL SURGERY CLINIC,HMC - Al Narjis,202311,SIRAGE  EDRIS,49,45,"12,849",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,524",694,"1,696","3,193",742
GP,HMC - Al Ghadeer,202311,Omniah Osman,250,230,"222,755",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"36,852","113,123",601,"62,895","9,284"
INTERNAL MEDICINE CLINIC,HMC - Al Ghadeer,202311,ABDULLAH ALQAHTANI ABDULLAH ALQAHTANI,99,99,"66,735",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"14,021","34,159","1,040","15,313","2,201"
INTERNAL MEDICINE CLINIC,HMC - Al Ghadeer,202311,Abdullelah Almutairi,9,9,"5,740",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,373","3,159",,924,284
INTERNAL MEDICINE CLINIC, Al Ghadeer,202311,LENA MUSALLAM   AL SHAMAN,29,29,"18,225",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,549","12,343",0,"1,201","1,132"
INTERNAL MEDICINE CLINIC,HMC - Al Ghadeer,202311,Othman Almazyed,12,11,"9,744",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,978","6,676",,497,593
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311, NOURAH ALZUGHAIBI,16,16,"7,188",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,013","2,118",124,"2,676",258
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311, Nasser Harbi,1,1,818,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,132,380,,87,219
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311,ABDULAZIZ ALSUBAIE ABDULAZIZ ALSUBAIE,11,11,"2,773",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,424",998,,267,84
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311,BAKHITAH  ALEID,26,26,"15,069",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,069","8,647",,"2,000",353
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311,BASHAYER  ALBOGAMI,104,102,"102,331",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,646","59,103","1,437","17,374","7,772"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311,RAMZI RYADH,220,216,"145,266",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"28,759","78,228","1,308","31,747","5,222"
INTERNAL MEDICINE CLINIC,HMC - Al Narjis,202311,SAAD  ALSAAB,44,44,"23,549",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,931","11,021",116,"3,881","1,600"
OB-GYNE,HMC - Al Ghadeer,202311,Ibtehal shabab,119,116,"69,530",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,419","26,573",299,"7,374","17,864"
OB-GYNE,HMC - Al Ghadeer,202311, MARLIE  ABOU JAOUDE,56,54,"40,680",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,879","18,107",544,"6,103","8,046"
OB-GYNE,HMC - Al Ghadeer,202311,Zeina Hajjar,61,60,"36,933",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,735","18,103",320,"2,732","7,043"
OB-GYNE,HMC - Al Narjis,202311,Duaa Aldalaen,204,195,"107,202",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"26,441","49,126","1,572","8,398","21,665"
OB-GYNE,HMC - Al Narjis,202311,LATIFA  Henni,82,81,"49,213",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,869","19,950",705,"9,753","7,936"
OB-GYNE,HMC - Al Narjis,202311,RANA  ALTARAWNEH,126,120,"91,572",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,445","50,608",563,"8,869","15,088"
OB-GYNE,HMC - Al Narjis,202311,SANAA  TULBAH,275,264,"151,223",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"35,694","57,423","3,162","18,530","36,414"
OPHTHALMOLOGY,HMC - Al Ghadeer,202311,ABDULLAH FUAD,12,12,"3,520",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,396",,968,"1,155",
OPHTHALMOLOGY,HMC - Al Ghadeer,202311,ALAAELDIN  NAWAS,112,112,"25,199",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,132",57,"1,573","7,438",
OPHTHALMOLOGY,HMC - Al Ghadeer,202311,ANEES ALZUBI ANEES ALZUBI,85,81,"29,227",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,618",,"1,349","15,260",
OPHTHALMOLOGY,HMC - Al Ghadeer,202311,Abdullah Alnaim,15,15,"26,327",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,026",57,"23,054","1,190",
OPHTHALMOLOGY,HMC - Al Narjis,202311, LILIIA PAVLOVA,145,143,"38,521",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,674",,"6,953","12,894",
OPHTHALMOLOGY,HMC - Al Narjis,202311,MOHAMMAD  ALSHAWABKEH,345,341,"82,635",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"45,551",473,"15,405","21,207",
OPHTHALMOLOGY,HMC - Al Narjis,202311,RAKAN  ALGORINEES,77,75,"22,838",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,384",,"8,160","4,293",
ORTHOPEDICS,HMC - Al Ghadeer,202311,BANDER  ALRASHEDAN,25,25,"9,148",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,166",450,193,800,"4,538"
ORTHOPEDICS,HMC - Al Ghadeer,202311,WADHAH  FTITI,128,127,"43,685",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,616",,294,"14,272","11,504"
ORTHOPEDICS,HMC - Al Narjis,202311, ABDULAZIZ BIN SAUD,90,89,"30,533",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,585","1,031","2,254","8,459","7,205"
ORTHOPEDICS,HMC - Al Narjis,202311, KHALID  BINOWN,79,79,"23,668",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,996",,"1,583","3,639","8,450"
ORTHOPEDICS,HMC - Al Narjis,202311,ALI   ELTAWEEL,299,293,"81,308",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"43,073",175,"6,369","13,272","18,419"
ORTHOPEDICS,HMC - Al Narjis,202311,Abdulaziz Almutair,45,45,"38,130",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,842","2,335","15,210","4,758","9,986"
ORTHOPEDICS,HMC - Al Narjis,202311,HASSAN  ALMOALLEM,15,15,"4,029",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,445",,105,770,709
ORTHOPEDICS,HMC - Al Narjis,202311,KHALID  ALGHAMDI,132,128,"44,053",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,691",757,"7,330","12,958","6,318"
PEDIATRIC,HMC - Al Ghadeer,202311,EBTIHAL TURKISTANI,130,128,"55,666",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,161","9,687","15,869","11,592",357
PEDIATRIC,HMC - Al Ghadeer,202311,DUAA SALLAM,112,108,"35,509",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,460","6,348","4,617","6,910","1,174"
PEDIATRIC,HMC - Al Ghadeer,202311,MARWA  BARKALLAH,92,90,"31,426",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,228",376,"9,075","8,747",
PEDIATRIC,HMC - Al Ghadeer,202311, RABAB  ALGHAITHI,38,38,"14,845",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,190","6,470","1,561",624,
PEDIATRIC,HMC - Al Ghadeer,202311,JAWAHER  ALSHANWANI,11,11,"2,215",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,836",,,379,
PEDIATRIC,HMC - Al Narjis,202311,Abdulaziz Mesained,21,21,"5,684",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,364",667,961,692,
PEDIATRIC,HMC - Al Narjis,202311,Abdulwahab Alharthi,37,37,"14,483",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,309","4,296","2,200","1,678",
PEDIATRIC,HMC - Al Narjis,202311,ELIAS ELIAS,286,281,"106,604",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"36,891","10,689","38,174","19,934",916
PEDIATRIC,HMC - Al Narjis,202311,HANAN  ALAMER,223,222,"78,555",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"28,580","8,595","23,081","17,732",567
PEDIATRIC,HMC - Al Narjis,202311,JOCELYNE  GHANIMEH,391,384,"151,407",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"63,882","19,073","34,691","31,288","2,473"
PEDIATRIC,HMC - Al Narjis,202311,NAWAF   SELAYEM,24,24,"7,783",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,234",241,"3,227",969,112
PEDIATRIC,HMC - Al Narjis,202311,OLA IBRAHIM,207,205,"87,091",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"26,826","7,920","26,391","24,948","1,005"
PEDIATRIC,HMC - Al Narjis,202311,THAER SALEH,225,219,"88,973",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"29,001","14,825","17,209","27,080",857
PULMONARY,HMC - Al Narjis,202311,BASHAYER  ALBOGAMI,97,96,"75,407",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,714","18,247","5,406","32,827","6,212"
UROLOGY CLINIC,HMC - Al Ghadeer,202311,Omar Abduldaem,21,21,"8,945",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,425","3,049",,417,"2,054"
UROLOGY CLINIC,HMC - Al Narjis,202311,ABDULSALAM AHMED ALBALAWI ABDULSALAM AHMED ALBALAWI,39,38,"18,102",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,445","2,681",,"4,364","4,611"
UROLOGY CLINIC,HMC - Al Narjis,202311,MOHAMMED ALDURAYHIM MOHAMMED ALDURAYHIM,24,24,"6,746",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,895","1,792",37,431,591
ER CLINIC,HMC - Al Narjis,202312,,57,57,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,
CARDIOLOGY,HMC - Al Narjis,202312,SALEEM ALANAZI,31,31,"14,158",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,127","3,666","1,040","4,326",
Clinical Nutrition,HMC - Al Ghadeer,202312,NAGHAM NAGHAM KHALED EL DADOUN,10,10,"1,301",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,301",,,,
Clinical Nutrition,HMC - Al Narjis,202312,SARA BIN NASBAN,4,4,563,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,563,,,,
DERMATOLOGY,HMC - Al Ghadeer,202312,ALANOUD  ALMARZOOQ,159,157,"78,645",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"20,557","9,826","40,954","7,308",
DERMATOLOGY,HMC - Al Ghadeer,202312,HAIFA  ALFALAH,45,45,"27,296",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,481","2,529","1,434","15,852",
DERMATOLOGY,HMC - Al Narjis,202312,MAJED ALGADHI,130,129,"51,671",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,923","5,927","15,923","12,899",
ENDOCRINE CLINIC,HMC - Al Ghadeer,202312,Amani AlRifaii,142,135,"133,136",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,445","64,994",,"45,782","3,915"
ENDOCRINE CLINIC,HMC - Al Ghadeer,202312,ENAS  HASAN,121,118,"116,050",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,679","63,556",,"32,995","3,821"
ENDOCRINE CLINIC,HMC - Al Narjis,202312, NOURAH ALZUGHAIBI,99,99,"101,156",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,960","45,568",111,"41,895",622
ENDOCRINE CLINIC,HMC - Al Narjis,202312,BAKHITAH  ALEID,168,160,"177,629",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"27,712","79,634",625,"62,209","7,449"
ENDOCRINE CLINIC,HMC - Al Narjis,202312,HAMAD  ALABLANI,83,80,"90,466",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,175","44,702",,"29,833","2,756"
ENDOCRINE CLINIC,HMC - Al Narjis,202312,Jessica Chaaya,62,61,"78,477",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,124","35,398",142,"30,832","3,981"
ENT CLINIC,HMC - Al Ghadeer,202312,ABDULAZIZ  ALANZI,83,82,"39,424",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,755","1,162","14,266","9,826",415
ENT CLINIC,HMC - Al Ghadeer,202312,ABRAR TAWAKOUL,286,283,"95,324",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"38,238","5,429","6,123","44,165","1,369"
ENT CLINIC,HMC - Al Ghadeer,202312,Kholoud Alamri,94,93,"28,428",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,202",,"7,526","7,965",735
ENT CLINIC,HMC - Al Ghadeer,202312,MOTASEM  ALRASHDAN,131,129,"47,025",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,902","4,781","10,249","14,385",708
ENT CLINIC,HMC - Al Ghadeer,202312,Noura Alnafea,48,48,"26,329",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,283","1,081","11,813","5,164","1,987"
ENT CLINIC,HMC - Al Ghadeer,202312,SALEH  ALZEN,227,223,"73,813",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"29,824",819,"6,687","36,484",0
ENT CLINIC,HMC - Al Narjis,202312,Hisham Almutawa,91,89,"50,488",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,299",331,"29,136","9,385",338
ENT CLINIC,HMC - Al Narjis,202312,Lamya Huwaimel,157,156,"61,196",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"20,240",421,"23,890","16,451",194
ENT CLINIC,HMC - Al Narjis,202312,MAZEN ALFOZAN,161,160,"58,740",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"26,471",263,"12,506","16,230","3,269"
ENT CLINIC,HMC - Al Narjis,202312,Omar Alrashood,95,93,"57,498",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,931",118,"35,284","9,430",735
ENT CLINIC,HMC - Al Narjis,202312,RASHA  ABDULRAHMAN,420,413,"109,335",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"54,234",349,"14,751","35,521","4,480"
ENT CLINIC,HMC - Al Narjis,202312,SABRINE   NAJAR,380,377,"101,086",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"49,700",,"6,632","43,939",815
ENT CLINIC,HMC - Al Narjis,202312,SALEH ALQARYAN SALEH ALQARYAN,130,129,"47,852",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,818",998,"19,057","10,245",735
ER CLINIC,HMC - Al Ghadeer,202312, DEEMA ABUAISH,274,267,"54,477",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"34,864","6,445","4,720","2,066","6,382"
ER CLINIC,HMC - Al Ghadeer,202312,ALWALEED  ALSHWIKH,157,156,"32,364",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"20,708","6,046","2,877","1,210","1,523"
ER CLINIC,HMC - Al Ghadeer,202312,TALAL ALSHAIKH,115,114,"22,625",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"14,593","2,923","2,900","1,214",995
ER CLINIC,HMC - Al Ghadeer,202312,TAREK DJOUDJOU  TAREK DJOUDJOU,60,60,"13,809",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,645","3,144","1,329",333,"1,359"
ER CLINIC,HMC - Al Ghadeer,202312,AREEJ   ALHAMDI,77,77,"15,710",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,067","2,339","1,299",521,"1,485"
ER CLINIC,HMC - Al Ghadeer,202312,Fahad Alkahtani,75,74,"15,566",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,726",798,"2,101",971,"1,970"
ER CLINIC,HMC - Al Ghadeer,202312,LAMA ALOTAIBI  LAMA ALOTAIBI,55,54,"12,775",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,126","2,680","1,722",445,801
ER CLINIC,HMC - Al Ghadeer,202312,WAFA ALASWAD  WAFA ALASWAD,72,71,"14,052",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,529","2,336","1,248",441,498
ER CLINIC,HMC - Al Ghadeer,202312,MUTAZ MOUSA AHMED ALHARBI,83,83,"16,392",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,399","1,749","2,180","1,272",792
ER CLINIC,HMC - Al Ghadeer,202312,MOHAMMAD JUNAIDALLAH,70,70,"13,671",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,086","1,849",836,986,913
ER CLINIC,HMC - Al Ghadeer,202312,HAMDAN ALMISHRAFI  HAMDAN ALMISHRAFI,35,35,"10,263",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,404","1,872","2,234",851,902
ER CLINIC,HMC - Al Ghadeer,202312,MOHAMMED MANEI AL RISHAN  MOHAMMED MANEI AL RISHAN,52,52,"9,517",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,919",636,914,482,565
ER CLINIC,HMC - Al Ghadeer,202312,MOOSA KHALIFAH  MOOSA KHALIFAH,45,45,"9,467",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,813","1,608",585,967,494
ER CLINIC,HMC - Al Ghadeer,202312,AHMED ALSHUDUKHI  AHMED ALSHUDUKHI,45,45,"7,879",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,879",475,451,402,672
ER CLINIC,HMC - Al Ghadeer,202312,SAUD ALSHAHRANI  SAUD ALSHAHRANI,45,44,"7,901",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,675",770,757,439,260
ER CLINIC,HMC - Al Ghadeer,202312,Ahlam Alomar,29,29,"6,844",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,866",636,"1,066",849,426
ER CLINIC,HMC - Al Ghadeer,202312,RAWAN  ABDULMALIK,50,50,"9,017",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,199",259,"1,911",648,
ER CLINIC,HMC - Al Ghadeer,202312,ABDULRAHMAN   ALLAHHAM,36,36,"6,785",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,620",341,"1,367",282,175
ER CLINIC,HMC - Al Ghadeer,202312,MOHAMMED  MOHAMMED ALAWADI,30,30,"5,518",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,741",495,680,279,323
ER CLINIC,HMC - Al Ghadeer,202312,SOONAM SHAIKH  SOONAM SHAIKH,21,21,"4,415",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,767",294,500,187,668
ER CLINIC,HMC - Al Ghadeer,202312,IBRAHIM  Bin Muhainy,25,24,"4,709",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,161",603,356,184,406
ER CLINIC,HMC - Al Ghadeer,202312,ABDULAZIZ   ALALI,17,16,"4,532",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,971","1,612",243,311,394
ER CLINIC,HMC - Al Ghadeer,202312,MOHAMMED ALHARBI  MOHAMMED ALHARBI,26,26,"5,089",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,359",227,250,"1,034",219
ER CLINIC,HMC - Al Ghadeer,202312,ABDULAZIZ  BALUBAID,22,22,"3,917",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,979",,628,309,
ER CLINIC,HMC - Al Ghadeer,202312,Mohammed Aldini,25,25,"3,931",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,001",311,310,309,
ER CLINIC,HMC - Al Ghadeer,202312,MALAK ALSHARIF  MALAK ALSHARIF,18,18,"3,300",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,249",571,20,28,432
ER CLINIC,HMC - Al Ghadeer,202312,EBRAHIM SALEH ALSAIF  EBRAHIM SALEH ALSAIF,17,17,"2,914",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,227",268,137,61,221
ER CLINIC,HMC - Al Ghadeer,202312,AHMAD BIN KHALAF,23,23,"4,246",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,097",548,248,266,88
ER CLINIC,HMC - Al Ghadeer,202312,AHMED ALGHAMDI  AHMED ALGHAMDI,14,14,"3,162",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,755",568,445,111,284
ER CLINIC,HMC - Al Ghadeer,202312,Ghaida Alsuhaibani,14,14,"2,646",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,823",343,,219,262
ER CLINIC,HMC - Al Ghadeer,202312,Khalid  Alotaibi,14,14,"2,045",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,867",,147,31,
ER CLINIC,HMC - Al Ghadeer,202312, FAHAD ALHUQAYL ,15,15,"2,709",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,940",492,66,65,146
ER CLINIC,HMC - Al Ghadeer,202312,FARDWS HASSIEN YASSF  FARDWS HASSIEN YASSF,10,10,"1,870",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,367",187,154,15,147
ER CLINIC,HMC - Al Ghadeer,202312,MALEK ALAAULLAH  MALEK ALAAULLAH,7,7,"1,466",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,932,,465,69,
ER CLINIC,HMC - Al Ghadeer,202312, Wadea Alshamek,29,27,"1,171",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,171",,
ER CLINIC,HMC - Al Ghadeer,202312, Naif Saban,24,22,"1,147",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,"1,000",,
ER CLINIC,HMC - Al Ghadeer,202312, Abdulfattah Alnami,27,21,"1,047",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,047",,
ER CLINIC,HMC - Al Ghadeer,202312,Turki Alqahtane,20,18,738,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,738,,
ER CLINIC,HMC - Al Ghadeer,202312, Ahmed Dahnawi,16,13,542,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,542,,
ER CLINIC,HMC - Al Ghadeer,202312, Nawaf Al-otaibi,15,13,584,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,584,,
ER CLINIC,HMC - Al Ghadeer,202312, Mohammad Bajawi,13,11,691,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,544,,
ER CLINIC,HMC - Al Ghadeer,202312, Amaar Asiri,9,9,388,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,352,36,
ER CLINIC,HMC - Al Ghadeer,202312, RASHED FAHAD,14,10,450,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,450,,
ER CLINIC,HMC - Al Ghadeer,202312, Sultan Al-anaze,9,8,561,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,235,,326,0,
ER CLINIC,HMC - Al Ghadeer,202312, Khalid Alrasheed,9,8,391,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,391,,
ER CLINIC,HMC - Al Ghadeer,202312, Nawaf Alharbe,11,10,470,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,470,,
